concept_id,atc_class,route,name,full_name
19024261,anxiolytic,PO,diazepam,diazepam 10 MG Oral Tablet [Tensium]
19004472,anxiolytic,PO,diazepam,diazepam 10 MG Oral Tablet [Valium]
37498512,anxiolytic,Nasal,diazepam,diazepam 100 MG/ML Nasal Spray
37498518,anxiolytic,Nasal,diazepam,diazepam 100 MG/ML Nasal Spray [Valtoco]
723141,anxiolytic,PO,diazepam,diazepam 2 MG
19114060,anxiolytic,PO,diazepam,diazepam 2 MG [Valium]
19107229,anxiolytic,PO,diazepam,diazepam 2 MG / octylonium 20 MG Oral Tablet
19018909,anxiolytic,PO,diazepam,diazepam 2 MG Oral Tablet
19024233,anxiolytic,PO,diazepam,diazepam 2 MG Oral Tablet [Alupram]
19024236,anxiolytic,PO,diazepam,diazepam 2 MG Oral Tablet [Rimapam]
19024237,anxiolytic,PO,diazepam,diazepam 2 MG Oral Tablet [Tensium]
19004330,anxiolytic,PO,diazepam,diazepam 2 MG Oral Tablet [Valium]
723165,anxiolytic,PO,diazepam,diazepam 2.5 MG
19088909,anxiolytic,PO,diazepam,diazepam 4 MG/ML
723164,anxiolytic,PO,diazepam,diazepam 5 MG
19115351,anxiolytic,PO,diazepam,diazepam 5 MG [Valium]
35129287,anxiolytic,IM/IV,diazepam,Diazepam 5 MG Injectable Solution
723042,anxiolytic,PO,diazepam,diazepam 5 MG Oral Tablet
19026270,anxiolytic,PO,diazepam,diazepam 5 MG Oral Tablet [Alupram]
19026291,anxiolytic,PO,diazepam,diazepam 5 MG Oral Tablet [Atensine]
19026292,anxiolytic,PO,diazepam,diazepam 5 MG Oral Tablet [Evacalm]
19026293,anxiolytic,PO,diazepam,diazepam 5 MG Oral Tablet [Rimapam]
19026294,anxiolytic,PO,diazepam,diazepam 5 MG Oral Tablet [Tensium]
19004471,anxiolytic,PO,diazepam,diazepam 5 MG Oral Tablet [Valium]
40221330,anxiolytic,PO,diazepam,diazepam 5 MG/ML Cartridge
19076374,anxiolytic,IM/IV,diazepam,diazepam 5 MG/ML Injectable Solution
19035763,anxiolytic,IM/IV,diazepam,diazepam 5 MG/ML Injectable Solution [D-Val]
19024262,anxiolytic,IM/IV,diazepam,diazepam 5 MG/ML Injectable Solution [Stesolid]
723266,anxiolytic,IM/IV,diazepam,diazepam 5 MG/ML Injectable Solution [Valicot]
19024263,anxiolytic,IM/IV,diazepam,diazepam 5 MG/ML Injectable Solution [Valium]
19035764,anxiolytic,IM/IV,diazepam,diazepam 5 MG/ML Injectable Solution [Zetran]
19076373,anxiolytic,PO,diazepam,diazepam 5 MG/ML Oral Solution
19101711,anxiolytic,PO,diazepam,diazepam 5 MG/ML Oral Solution [Diazepam Intensol]
37498521,anxiolytic,Nasal,diazepam,diazepam 50 MG/ML Nasal Spray
19109589,anxiolytic,PO,diazepam,diazepam 6 MG
37498525,anxiolytic,Nasal,diazepam,diazepam 75 MG/ML Nasal Spray
40035924,anxiolytic,PO,diazepam,diazepam Oral Tablet
777221,anxiolytic,ingredient,hydroxyzine,hydroxyzine
777330,anxiolytic,PO,hydroxyzine,hydroxyzine 10 MG
19085963,anxiolytic,PO,hydroxyzine,hydroxyzine 25 MG
40222640,anxiolytic,PO,hydroxyzine,hydroxyzine hydrochloride 10 MG [Atarax]
40222636,anxiolytic,PO,hydroxyzine,hydroxyzine hydrochloride 10 MG Oral Tablet
40222637,anxiolytic,PO,hydroxyzine,hydroxyzine hydrochloride 10 MG Oral Tablet [Atarax]
40222638,anxiolytic,PO,hydroxyzine,hydroxyzine hydrochloride 10 MG Oral Tablet [Atazine]
40222639,anxiolytic,PO,hydroxyzine,hydroxyzine hydrochloride 10 MG Oral Tablet [Rezine]
40222643,anxiolytic,PO,hydroxyzine,hydroxyzine hydrochloride 100 MG
40222648,anxiolytic,PO,hydroxyzine,hydroxyzine hydrochloride 100 MG [Atarax]
40222646,anxiolytic,PO,hydroxyzine,hydroxyzine hydrochloride 100 MG Oral Tablet
40222647,anxiolytic,PO,hydroxyzine,hydroxyzine hydrochloride 100 MG Oral Tablet [Atarax]
40222653,anxiolytic,PO,hydroxyzine,hydroxyzine hydrochloride 2 MG/ML Oral Solution
40222654,anxiolytic,PO,hydroxyzine,hydroxyzine hydrochloride 2 MG/ML Oral Solution [Atarax]
40222655,anxiolytic,PO,hydroxyzine,hydroxyzine hydrochloride 2 MG/ML Oral Solution [Ucerax]
40222658,anxiolytic,PO,hydroxyzine,hydroxyzine hydrochloride 25 MG
40222670,anxiolytic,PO,hydroxyzine,hydroxyzine hydrochloride 25 MG [Atarax]
40222663,anxiolytic,PO,hydroxyzine,hydroxyzine hydrochloride 25 MG Oral Tablet
40222664,anxiolytic,PO,hydroxyzine,hydroxyzine hydrochloride 25 MG Oral Tablet [Anx]
40222665,anxiolytic,PO,hydroxyzine,hydroxyzine hydrochloride 25 MG Oral Tablet [Atarax]
40222667,anxiolytic,PO,hydroxyzine,hydroxyzine hydrochloride 25 MG Oral Tablet [Rezine]
40222668,anxiolytic,PO,hydroxyzine,hydroxyzine hydrochloride 25 MG Oral Tablet [Ucerax]
40222684,anxiolytic,PO,hydroxyzine,hydroxyzine hydrochloride 50 MG
40222690,anxiolytic,PO,hydroxyzine,hydroxyzine hydrochloride 50 MG [Atarax]
40222688,anxiolytic,PO,hydroxyzine,hydroxyzine hydrochloride 50 MG Oral Tablet
40222689,anxiolytic,PO,hydroxyzine,hydroxyzine hydrochloride 50 MG Oral Tablet [Atarax]
40222694,anxiolytic,IM/IV,hydroxyzine,hydroxyzine hydrochloride 50 MG/ML Injectable Solution
40222695,anxiolytic,IM/IV,hydroxyzine,hydroxyzine hydrochloride 50 MG/ML Injectable Solution [Antatens]
40222702,anxiolytic,IM/IV,hydroxyzine,hydroxyzine hydrochloride 50 MG/ML Injectable Solution [Vistaril]
40222703,anxiolytic,IM/IV,hydroxyzine,hydroxyzine hydrochloride 50 MG/ML Injectable Solution [Vistazine]
42902359,anxiolytic,IM/IV,hydroxyzine,hydroxyzine hydrochloride 50 MG/ML Prefilled Syringe
36249579,anxiolytic,IM/IV,hydroxyzine,hydroxyzine Injection
40051982,anxiolytic,PO,hydroxyzine,hydroxyzine Oral Tablet
40222644,anxiolytic,PO,hydroxyzine,hydroxyzine pamoate 100 MG Oral Capsule
40222645,anxiolytic,PO,hydroxyzine,hydroxyzine pamoate 100 MG Oral Capsule [Vistaril]
40222660,anxiolytic,PO,hydroxyzine,hydroxyzine pamoate 25 MG Oral Capsule
40222661,anxiolytic,PO,hydroxyzine,hydroxyzine pamoate 25 MG Oral Capsule [Hypam]
40222662,anxiolytic,PO,hydroxyzine,hydroxyzine pamoate 25 MG Oral Capsule [Vistaril]
40222681,anxiolytic,PO,hydroxyzine,hydroxyzine pamoate 5 MG/ML Oral Suspension
40222682,anxiolytic,PO,hydroxyzine,hydroxyzine pamoate 5 MG/ML Oral Suspension [Vistaril]
40222685,anxiolytic,PO,hydroxyzine,hydroxyzine pamoate 50 MG Oral Capsule
40222686,anxiolytic,PO,hydroxyzine,hydroxyzine pamoate 50 MG Oral Capsule [Hypam]
40222687,anxiolytic,PO,hydroxyzine,hydroxyzine pamoate 50 MG Oral Capsule [Vistaril]
791967,anxiolytic,ingredient,lorazepam,lorazepam
42706455,anxiolytic,PO,lorazepam,lorazepam 0.1 MG/ML
19082488,anxiolytic,PO,lorazepam,lorazepam 0.5 MG
19042612,anxiolytic,PO,lorazepam,lorazepam 0.5 MG [Ativan]
19019112,anxiolytic,PO,lorazepam,lorazepam 0.5 MG Oral Tablet
19033566,anxiolytic,PO,lorazepam,lorazepam 0.5 MG Oral Tablet [Ativan]
792001,anxiolytic,PO,lorazepam,lorazepam 1 MG
19115919,anxiolytic,PO,lorazepam,lorazepam 1 MG [Ativan]
19019113,anxiolytic,PO,lorazepam,lorazepam 1 MG Oral Tablet
19024268,anxiolytic,PO,lorazepam,lorazepam 1 MG Oral Tablet [Almazine]
19004541,anxiolytic,PO,lorazepam,lorazepam 1 MG Oral Tablet [Ativan]
19129444,anxiolytic,PO,lorazepam,lorazepam 1 MG/ML
19081616,anxiolytic,PO,lorazepam,lorazepam 2 MG
19042613,anxiolytic,PO,lorazepam,lorazepam 2 MG [Ativan]
19019114,anxiolytic,PO,lorazepam,lorazepam 2 MG Oral Tablet
19033603,anxiolytic,PO,lorazepam,lorazepam 2 MG Oral Tablet [Ativan]
42902991,anxiolytic,IM/IV,lorazepam,lorazepam 2 MG/ML Cartridge
19057271,anxiolytic,IM/IV,lorazepam,lorazepam 2 MG/ML Injectable Solution
19033564,anxiolytic,IM/IV,lorazepam,lorazepam 2 MG/ML Injectable Solution [Ativan]
792000,anxiolytic,PO,lorazepam,lorazepam 2 MG/ML Oral Solution
792039,anxiolytic,PO,lorazepam,lorazepam 2.5 MG
19115920,anxiolytic,PO,lorazepam,lorazepam 2.5 MG [Ativan]
19091541,anxiolytic,PO,lorazepam,lorazepam 3 MG
19082489,anxiolytic,PO,lorazepam,lorazepam 4 MG/ML
19042611,anxiolytic,PO,lorazepam,lorazepam 4 MG/ML [Ativan]
19057272,anxiolytic,IM/IV,lorazepam,lorazepam 4 MG/ML Injectable Solution
19033565,anxiolytic,IM/IV,lorazepam,lorazepam 4 MG/ML Injectable Solution [Ativan]
46287371,anxiolytic,IM/IV,lorazepam,lorazepam Injection
46287373,anxiolytic,IM/IV,lorazepam,lorazepam Injection [Ativan]
40000862,anxiolytic,PO,lorazepam,lorazepam Oral Tablet
702865,anxiolytic,PO,meprobamate,meprobamate
702867,anxiolytic,PO,meprobamate,meprobamate 200 MG Oral Tablet
19033461,anxiolytic,PO,meprobamate,meprobamate 200 MG Oral Tablet [Miltown]
702868,anxiolytic,PO,meprobamate,meprobamate 400 MG Oral Tablet
19025635,anxiolytic,PO,meprobamate,meprobamate 400 MG Oral Tablet [Equanil]
702999,anxiolytic,PO,meprobamate,meprobamate 400 MG Oral Tablet [Trancot]
724816,anxiolytic,PO,oxazepam,oxazepam
724858,anxiolytic,PO,oxazepam,oxazepam 10 MG
19019483,anxiolytic,PO,oxazepam,oxazepam 10 MG Oral Capsule
19034985,anxiolytic,PO,oxazepam,oxazepam 10 MG Oral Capsule [Serax]
724859,anxiolytic,PO,oxazepam,oxazepam 15 MG
19118325,anxiolytic,PO,oxazepam,oxazepam 15 MG [Serax]
724856,anxiolytic,PO,oxazepam,oxazepam 15 MG Oral Capsule
19034986,anxiolytic,PO,oxazepam,oxazepam 15 MG Oral Capsule [Serax]
724860,anxiolytic,PO,oxazepam,oxazepam 30 MG
19118326,anxiolytic,PO,oxazepam,oxazepam 30 MG [Serax]
19019485,anxiolytic,PO,oxazepam,oxazepam 30 MG Oral Capsule
19034987,anxiolytic,PO,oxazepam,oxazepam 30 MG Oral Capsule [Serax]
