concept_id,atc_class,route,name,full_name
40179635,antipsych,PO,chlorpromazine,chlorpromazine hydrochloride 10 MG Oral Tablet
40179636,antipsych,PO,chlorpromazine,chlorpromazine hydrochloride 10 MG Oral Tablet [Thorazine]
40179642,antipsych,PO,chlorpromazine,chlorpromazine hydrochloride 100 MG Oral Tablet
40179655,antipsych,PO,chlorpromazine,chlorpromazine hydrochloride 100 MG Oral Tablet [Thorazine]
40179658,antipsych,PO,chlorpromazine,chlorpromazine hydrochloride 100 MG/ML Oral Solution
40179675,antipsych,PO,chlorpromazine,chlorpromazine hydrochloride 200 MG Oral Tablet
40179676,antipsych,PO,chlorpromazine,chlorpromazine hydrochloride 200 MG Oral Tablet [Thorazine]
40179678,antipsych,PO,chlorpromazine,chlorpromazine hydrochloride 25 MG
40179680,antipsych,PO,chlorpromazine,chlorpromazine hydrochloride 25 MG Oral Tablet
40179681,antipsych,PO,chlorpromazine,chlorpromazine hydrochloride 25 MG Oral Tablet [Thorazine]
35605390,antipsych,IM/IV,chlorpromazine,chlorpromazine hydrochloride 25 MG/ML Injection
40179690,antipsych,PO,chlorpromazine,chlorpromazine hydrochloride 30 MG Extended Release Oral Capsule
40179694,antipsych,PO,chlorpromazine,chlorpromazine hydrochloride 30 MG/ML Oral Solution
40179698,antipsych,PO,chlorpromazine,chlorpromazine hydrochloride 300 MG Extended Release Oral Capsule
40179705,antipsych,PO,chlorpromazine,chlorpromazine hydrochloride 50 MG [Thorazine]
40179703,antipsych,PO,chlorpromazine,chlorpromazine hydrochloride 50 MG Oral Tablet
40179704,antipsych,PO,chlorpromazine,chlorpromazine hydrochloride 50 MG Oral Tablet [Thorazine]
40179706,antipsych,PO,chlorpromazine,chlorpromazine hydrochloride 75 MG
40179707,antipsych,PO,chlorpromazine,chlorpromazine hydrochloride 75 MG Extended Release Oral Capsule
800878,antipsych,PO,clozapine,clozapine
800933,antipsych,PO,clozapine,clozapine 100 MG Disintegrating Oral Tablet
800935,antipsych,PO,clozapine,clozapine 100 MG Disintegrating Oral Tablet [Fazaclo]
800881,antipsych,PO,clozapine,clozapine 100 MG Oral Tablet
19004691,antipsych,PO,clozapine,clozapine 100 MG Oral Tablet [Clozaril]
19099849,antipsych,PO,clozapine,clozapine 100 MG Oral Tablet [Ivax brand of clozapine]
800937,antipsych,PO,clozapine,clozapine 12.5 MG Disintegrating Oral Tablet
40224293,antipsych,PO,clozapine,clozapine 150 MG Disintegrating Oral Tablet
40223451,antipsych,PO,clozapine,clozapine 200 MG Disintegrating Oral Tablet [Fazaclo]
19075608,antipsych,PO,clozapine,clozapine 200 MG Oral Tablet
37498338,antipsych,PO,clozapine,clozapine 200 MG Oral Tablet [Clozaril]
800934,antipsych,PO,clozapine,clozapine 25 MG Disintegrating Oral Tablet
19114105,antipsych,PO,clozapine,clozapine 25 MG Disintegrating Oral Tablet [Fazaclo]
800892,antipsych,PO,clozapine,clozapine 25 MG Oral Tablet
19004670,antipsych,PO,clozapine,clozapine 25 MG Oral Tablet [Clozaril]
19099417,antipsych,PO,clozapine,clozapine 25 MG Oral Tablet [Ivax brand of clozapine]
800921,antipsych,PO,clozapine,clozapine 50 MG Oral Tablet
37498340,antipsych,PO,clozapine,clozapine 50 MG Oral Tablet [Clozaril]
739323,antipsych,IM/IV,droperidol,droperidol
40033032,antipsych,IM/IV,droperidol,droperidol / fentanyl Injectable Solution
739362,antipsych,IM/IV,droperidol,droperidol 1 MG/ML
739330,antipsych,IM/IV,droperidol,droperidol 2.5 MG/ML
35866135,antipsych,IM/IV,droperidol,droperidol 5 MG
35606381,antipsych,IM/IV,droperidol,droperidol Injection
19102553,antipsych,PO,olanzapine,fluoxetine 25 MG / olanzapine 12 MG Oral Capsule
755855,antipsych,PO,olanzapine,fluoxetine 25 MG / olanzapine 3 MG Oral Capsule
19127046,antipsych,PO,olanzapine,fluoxetine 25 MG / olanzapine 3 MG Oral Capsule [Symbyax]
19102552,antipsych,PO,olanzapine,fluoxetine 25 MG / olanzapine 6 MG Oral Capsule
19127038,antipsych,PO,olanzapine,fluoxetine 25 MG / olanzapine 6 MG Oral Capsule [Symbyax]
19102554,antipsych,PO,olanzapine,fluoxetine 50 MG / olanzapine 12 MG Oral Capsule
19127040,antipsych,PO,olanzapine,fluoxetine 50 MG / olanzapine 12 MG Oral Capsule [Symbyax]
19102555,antipsych,PO,olanzapine,fluoxetine 50 MG / olanzapine 6 MG Oral Capsule
19127042,antipsych,PO,olanzapine,fluoxetine 50 MG / olanzapine 6 MG Oral Capsule [Symbyax]
756018,antipsych,ingredient,fluphenazine,fluphenazine
19109997,antipsych,PO,fluphenazine,fluphenazine 25 MG
43032392,antipsych,IM/IV,fluphenazine,Fluphenazine 25 MG Injectable Solution
40165599,antipsych,IM/IV,fluphenazine,fluphenazine decanoate 25 MG/ML Injectable Solution
40165600,antipsych,IM/IV,fluphenazine,fluphenazine decanoate 25 MG/ML Injectable Solution [Prolixin]
40166665,antipsych,IM/IV,fluphenazine,fluphenazine enanthate 25 MG/ML Injectable Solution [Prolixin]
40165801,antipsych,PO,fluphenazine,fluphenazine hydrochloride 0.5 MG/ML Oral Solution
40166643,antipsych,PO,fluphenazine,fluphenazine hydrochloride 1 MG [Prolixin]
40166641,antipsych,PO,fluphenazine,fluphenazine hydrochloride 1 MG Oral Tablet
40166642,antipsych,PO,fluphenazine,fluphenazine hydrochloride 1 MG Oral Tablet [Prolixin]
40165807,antipsych,PO,fluphenazine,fluphenazine hydrochloride 10 MG [Prolixin]
40165805,antipsych,PO,fluphenazine,fluphenazine hydrochloride 10 MG Oral Tablet
40166646,antipsych,PO,fluphenazine,fluphenazine hydrochloride 10 MG Oral Tablet [Permitil]
40165806,antipsych,PO,fluphenazine,fluphenazine hydrochloride 10 MG Oral Tablet [Prolixin]
40166648,antipsych,PO,fluphenazine,fluphenazine hydrochloride 2.5 MG
40166650,antipsych,PO,fluphenazine,fluphenazine hydrochloride 2.5 MG Oral Tablet
40166652,antipsych,PO,fluphenazine,fluphenazine hydrochloride 2.5 MG Oral Tablet [Prolixin]
40166656,antipsych,IM/IV,fluphenazine,fluphenazine hydrochloride 2.5 MG/ML Injectable Solution
40166657,antipsych,IM/IV,fluphenazine,fluphenazine hydrochloride 2.5 MG/ML Injectable Solution [Prolixin]
40165808,antipsych,PO,fluphenazine,fluphenazine hydrochloride 5 MG
40165811,antipsych,PO,fluphenazine,fluphenazine hydrochloride 5 MG [Prolixin]
40165809,antipsych,PO,fluphenazine,fluphenazine hydrochloride 5 MG Oral Tablet
40166659,antipsych,PO,fluphenazine,fluphenazine hydrochloride 5 MG Oral Tablet [Permitil]
40165810,antipsych,PO,fluphenazine,fluphenazine hydrochloride 5 MG Oral Tablet [Prolixin]
40165813,antipsych,PO,fluphenazine,fluphenazine hydrochloride 5 MG/ML Oral Solution
766529,antipsych,ingredient,haloperidol,haloperidol
19077928,antipsych,PO,haloperidol,haloperidol 0.5 MG Oral Tablet
19030539,antipsych,PO,haloperidol,haloperidol 0.5 MG Oral Tablet [Haldol]
19081392,antipsych,PO,haloperidol,haloperidol 1 MG
19077929,antipsych,PO,haloperidol,haloperidol 1 MG Oral Tablet
19030602,antipsych,PO,haloperidol,haloperidol 1 MG Oral Tablet [Haldol]
19077941,antipsych,PO,haloperidol,haloperidol 1 MG/ML Oral Solution
19088113,antipsych,PO,haloperidol,haloperidol 1.5 MG
19080061,antipsych,PO,haloperidol,haloperidol 10 MG Oral Tablet
19024329,antipsych,PO,haloperidol,haloperidol 10 MG Oral Tablet [Fortunan]
19024330,antipsych,PO,haloperidol,haloperidol 10 MG Oral Tablet [Haldol]
19016227,antipsych,PO,haloperidol,haloperidol 10 MG Oral Tablet [Kentace]
19004584,antipsych,PO,haloperidol,haloperidol 10 MG Oral Tablet [Serenace]
19111794,antipsych,IM/IV,haloperidol,haloperidol 150 MG/ML
19081394,antipsych,PO,haloperidol,haloperidol 2 MG
19021820,antipsych,PO,haloperidol,haloperidol 2 MG [Haldol]
19080040,antipsych,PO,haloperidol,haloperidol 2 MG Oral Tablet
19030682,antipsych,PO,haloperidol,haloperidol 2 MG Oral Tablet [Haldol]
766530,antipsych,PO,haloperidol,haloperidol 2 MG/ML Oral Solution
19031152,antipsych,PO,haloperidol,haloperidol 2 MG/ML Oral Solution [Haldol]
766531,antipsych,PO,haloperidol,haloperidol 20 MG Oral Tablet
19030798,antipsych,PO,haloperidol,haloperidol 20 MG Oral Tablet [Haldol]
19081397,antipsych,PO,haloperidol,haloperidol 5 MG
19021815,antipsych,PO,haloperidol,haloperidol 5 MG [Haldol]
19077930,antipsych,PO,haloperidol,haloperidol 5 MG Oral Tablet
19024327,antipsych,PO,haloperidol,haloperidol 5 MG Oral Tablet [Fortunan]
19024328,antipsych,PO,haloperidol,haloperidol 5 MG Oral Tablet [Haldol]
19016226,antipsych,PO,haloperidol,haloperidol 5 MG Oral Tablet [Kentace]
19004583,antipsych,PO,haloperidol,haloperidol 5 MG Oral Tablet [Serenace]
19027427,antipsych,IM/IV,haloperidol,haloperidol 5 MG/ML Injectable Solution
35603239,antipsych,IM/IV,haloperidol,haloperidol 5 MG/ML Injection
35603244,antipsych,IM/IV,haloperidol,haloperidol 5 MG/ML Injection [Haldol]
40726456,antipsych,IM/IV,haloperidol,Haloperidol 50 MG/ML Injectable Solution [Haldol]
40165560,antipsych,IM/IV,haloperidol,haloperidol decanoate 100 MG/ML
40165563,antipsych,IM/IV,haloperidol,haloperidol decanoate 100 MG/ML [Haldol]
40165561,antipsych,IM/IV,haloperidol,haloperidol decanoate 100 MG/ML Injectable Solution
35603090,antipsych,IM/IV,haloperidol,haloperidol decanoate 100 MG/ML Injection
40165564,antipsych,IM/IV,haloperidol,haloperidol decanoate 50 MG/ML
40165567,antipsych,IM/IV,haloperidol,haloperidol decanoate 50 MG/ML [Haldol]
40165565,antipsych,IM/IV,haloperidol,haloperidol decanoate 50 MG/ML Injectable Solution
35603237,antipsych,IM/IV,haloperidol,haloperidol Injection
40046616,antipsych,PO,haloperidol,haloperidol Oral Tablet
19017241,antipsych,PO,iloperidone,iloperidone
19048279,antipsych,PO,iloperidone,iloperidone 1 MG Oral Tablet
19048301,antipsych,PO,iloperidone,iloperidone 1 MG Oral Tablet [Fanapt]
19048302,antipsych,PO,iloperidone,iloperidone 10 MG Oral Tablet
19048305,antipsych,PO,iloperidone,iloperidone 12 MG Oral Tablet
19048308,antipsych,PO,iloperidone,iloperidone 2 MG Oral Tablet
19048310,antipsych,PO,iloperidone,iloperidone 2 MG Oral Tablet [Fanapt]
19135464,antipsych,PO,iloperidone,iloperidone 4 MG Oral Tablet
19048333,antipsych,PO,iloperidone,iloperidone 4 MG Oral Tablet [Fanapt]
19048334,antipsych,PO,iloperidone,iloperidone 6 MG Oral Tablet
19048336,antipsych,PO,iloperidone,iloperidone 6 MG Oral Tablet [Fanapt]
19048337,antipsych,PO,iloperidone,iloperidone 8 MG Oral Tablet
19135465,antipsych,PO,iloperidone,iloperidone 8 MG Oral Tablet [Fanapt]
19124477,antipsych,PO,lithium,lithium
792263,antipsych,PO,loxapine,loxapine
19045813,antipsych,PO,loxapine,loxapine 10 MG [Loxitane]
19080130,antipsych,PO,loxapine,loxapine 10 MG Oral Capsule
19031882,antipsych,PO,loxapine,loxapine 10 MG Oral Capsule [Loxitane]
792301,antipsych,PO,loxapine,loxapine 25 MG
792295,antipsych,PO,loxapine,loxapine 25 MG Oral Capsule
19031886,antipsych,PO,loxapine,loxapine 25 MG Oral Capsule [Loxitane]
792299,antipsych,PO,loxapine,loxapine 25 MG/ML Oral Solution
792296,antipsych,PO,loxapine,loxapine 5 MG Oral Capsule
19031881,antipsych,PO,loxapine,loxapine 5 MG Oral Capsule [Loxitane]
19080127,antipsych,PO,loxapine,loxapine 50 MG Oral Capsule
19031887,antipsych,PO,loxapine,loxapine 50 MG Oral Capsule [Loxitane]
792294,antipsych,IM/IV,loxapine,loxapine 50 MG/ML Injectable Solution
37498659,antipsych,PO,Lumateperone,Lumateperone
37498664,antipsych,PO,Lumateperone,Lumateperone 42 MG Oral Capsule
37498670,antipsych,PO,Lumateperone,Lumateperone 42 MG Oral Capsule [Caplyta]
40230761,antipsych,PO,lurasidone,lurasidone
42800967,antipsych,PO,lurasidone,lurasidone hydrochloride 120 MG Oral Tablet
42800968,antipsych,PO,lurasidone,lurasidone hydrochloride 120 MG Oral Tablet [Latuda]
42707649,antipsych,PO,lurasidone,lurasidone hydrochloride 20 MG Oral Tablet
42707650,antipsych,PO,lurasidone,lurasidone hydrochloride 20 MG Oral Tablet [Latuda]
40231370,antipsych,PO,lurasidone,lurasidone hydrochloride 40 MG Oral Tablet
40231371,antipsych,PO,lurasidone,lurasidone hydrochloride 40 MG Oral Tablet [Latuda]
43532949,antipsych,PO,lurasidone,lurasidone hydrochloride 60 MG Oral Tablet
43532950,antipsych,PO,lurasidone,lurasidone hydrochloride 60 MG Oral Tablet [Latuda]
40231374,antipsych,PO,lurasidone,lurasidone hydrochloride 80 MG Oral Tablet
40231375,antipsych,PO,lurasidone,lurasidone hydrochloride 80 MG Oral Tablet [Latuda]
40230763,antipsych,PO,lurasidone,lurasidone Oral Tablet [Latuda]
709699,antipsych,PO,molindone,molindone
42801020,antipsych,PO,molindone,molindone hydrochloride 10 MG Oral Tablet [Moban]
42801033,antipsych,PO,molindone,molindone hydrochloride 25 MG [Moban]
42801031,antipsych,PO,molindone,molindone hydrochloride 25 MG Oral Tablet
42801032,antipsych,PO,molindone,molindone hydrochloride 25 MG Oral Tablet [Moban]
42801035,antipsych,PO,molindone,molindone hydrochloride 5 MG Oral Tablet
42801036,antipsych,PO,molindone,molindone hydrochloride 5 MG Oral Tablet [Moban]
42801040,antipsych,PO,molindone,molindone hydrochloride 50 MG Oral Tablet [Moban]
785788,antipsych,ingredient,olanzapine,olanzapine
19081763,antipsych,PO,olanzapine,olanzapine 10 MG
19015938,antipsych,PO,olanzapine,olanzapine 10 MG [Zyprexa]
19079152,antipsych,PO,olanzapine,olanzapine 10 MG Disintegrating Oral Tablet
19128377,antipsych,PO,olanzapine,olanzapine 10 MG Disintegrating Oral Tablet [Zyprexa]
785874,antipsych,IM/IV,olanzapine,olanzapine 10 MG Injection
785875,antipsych,IM/IV,olanzapine,olanzapine 10 MG Injection [Zyprexa]
785821,antipsych,PO,olanzapine,olanzapine 10 MG Oral Tablet
