concept_id,atc_class,route,name,full_name
19122505,hyp_sed,PO,ramelteon,ramelteon 8 MG [Rozerem]
781184,hyp_sed,PO,ramelteon,ramelteon 8 MG Oral Tablet
19122506,hyp_sed,PO,ramelteon,ramelteon 8 MG Oral Tablet [Rozerem]
965748,hyp_sed,PO/Transdermal,scopolamine,scopolamine
19022825,hyp_sed,PO,scopolamine,scopolamine 0.4 MG Oral Tablet
19113251,hyp_sed,PO,scopolamine,scopolamine 0.4 MG Oral Tablet [Maldemar]
19019816,hyp_sed,IM/IV,scopolamine,scopolamine 0.4 MG/ML Injectable Solution
37497299,hyp_sed,Transdermal,scopolamine,scopolamine hydrobromide 1.5 MG
45775760,hyp_sed,PO,suvorexant,suvorexant
45775763,hyp_sed,PO,suvorexant,suvorexant 10 MG Oral Tablet
45775767,hyp_sed,PO,suvorexant,suvorexant 10 MG Oral Tablet [Belsomra]
45775769,hyp_sed,PO,suvorexant,suvorexant 15 MG Oral Tablet
45775771,hyp_sed,PO,suvorexant,suvorexant 15 MG Oral Tablet [Belsomra]
45775773,hyp_sed,PO,suvorexant,suvorexant 20 MG Oral Tablet
45775775,hyp_sed,PO,suvorexant,suvorexant 20 MG Oral Tablet [Belsomra]
45775990,hyp_sed,PO,suvorexant,suvorexant 5 MG Oral Tablet
45775992,hyp_sed,PO,suvorexant,suvorexant 5 MG Oral Tablet [Belsomra]
44814600,hyp_sed,PO,tasimelteon,tasimelteon
44814602,hyp_sed,PO,tasimelteon,tasimelteon 20 MG Oral Capsule
44814603,hyp_sed,PO,tasimelteon,tasimelteon 20 MG Oral Capsule [Hetlioz]
836715,hyp_sed,PO,temazepam,temazepam
836731,hyp_sed,PO,temazepam,temazepam 15 MG
19118683,hyp_sed,PO,temazepam,temazepam 15 MG [Restoril]
836718,hyp_sed,PO,temazepam,temazepam 15 MG Oral Capsule
19038578,hyp_sed,PO,temazepam,temazepam 15 MG Oral Capsule [Restoril]
19025606,hyp_sed,PO,temazepam,temazepam 15 MG Oral Capsule [Temazepam Gelthix]
836739,hyp_sed,PO,temazepam,temazepam 22.5 MG Oral Capsule
836740,hyp_sed,PO,temazepam,temazepam 22.5 MG Oral Capsule [Restoril]
836732,hyp_sed,PO,temazepam,temazepam 30 MG
19079760,hyp_sed,PO,temazepam,temazepam 30 MG [Restoril]
836719,hyp_sed,PO,temazepam,temazepam 30 MG Oral Capsule
19038579,hyp_sed,PO,temazepam,temazepam 30 MG Oral Capsule [Restoril]
836733,hyp_sed,PO,temazepam,temazepam 7.5 MG
19079758,hyp_sed,PO,temazepam,temazepam 7.5 MG [Restoril]
836720,hyp_sed,PO,temazepam,temazepam 7.5 MG Oral Capsule
19038577,hyp_sed,PO,temazepam,temazepam 7.5 MG Oral Capsule [Restoril]
704599,hyp_sed,PO,triazolam,triazolam
19088618,hyp_sed,PO,triazolam,triazolam 0.125 MG [Halcion]
704600,hyp_sed,PO,triazolam,triazolam 0.125 MG Oral Tablet
19039284,hyp_sed,PO,triazolam,triazolam 0.125 MG Oral Tablet [Halcion]
704636,hyp_sed,PO,triazolam,triazolam 0.25 MG
19088619,hyp_sed,PO,triazolam,triazolam 0.25 MG [Halcion]
704601,hyp_sed,PO,triazolam,triazolam 0.25 MG Oral Tablet
19039287,hyp_sed,PO,triazolam,triazolam 0.25 MG Oral Tablet [Halcion]
720727,hyp_sed,PO,zaleplon,zaleplon
19099765,hyp_sed,PO,zaleplon,zaleplon 10 MG [Sonata]
720730,hyp_sed,PO,zaleplon,zaleplon 10 MG Oral Capsule
720729,hyp_sed,PO,zaleplon,zaleplon 10 MG Oral Capsule [Sonata]
19120659,hyp_sed,PO,zaleplon,zaleplon 5 MG [Sonata]
720731,hyp_sed,PO,zaleplon,zaleplon 5 MG Oral Capsule
720728,hyp_sed,PO,zaleplon,zaleplon 5 MG Oral Capsule [Sonata]
744740,hyp_sed,PO,zolpidem,zolpidem
40101581,hyp_sed,PO,zolpidem,zolpidem Oral Tablet
40244256,hyp_sed,PO,zolpidem,zolpidem tartrate 1.75 MG Sublingual Tablet
40244257,hyp_sed,PO,zolpidem,zolpidem tartrate 1.75 MG Sublingual Tablet [Intermezzo]
744795,hyp_sed,PO,zolpidem,zolpidem tartrate 10 MG
40163494,hyp_sed,PO,zolpidem,zolpidem tartrate 10 MG [Ambien]
40163492,hyp_sed,PO,zolpidem,zolpidem tartrate 10 MG Oral Tablet
40163493,hyp_sed,PO,zolpidem,zolpidem tartrate 10 MG Oral Tablet [Ambien]
19016922,hyp_sed,PO,zolpidem,zolpidem tartrate 10 MG Oral Tablet [Stilnoct]
744796,hyp_sed,PO,zolpidem,zolpidem tartrate 10 MG Sublingual Tablet
744797,hyp_sed,PO,zolpidem,zolpidem tartrate 10 MG Sublingual Tablet [Edluar]
40163495,hyp_sed,PO,zolpidem,zolpidem tartrate 12.5 MG
40163498,hyp_sed,PO,zolpidem,zolpidem tartrate 12.5 MG [Ambien]
40163496,hyp_sed,PO,zolpidem,zolpidem tartrate 12.5 MG Extended Release Oral Tablet
40163497,hyp_sed,PO,zolpidem,zolpidem tartrate 12.5 MG Extended Release Oral Tablet [Ambien]
40244260,hyp_sed,PO,zolpidem,zolpidem tartrate 3.5 MG Sublingual Tablet
40244261,hyp_sed,PO,zolpidem,zolpidem tartrate 3.5 MG Sublingual Tablet [Intermezzo]
19134128,hyp_sed,PO,zolpidem,zolpidem tartrate 5 MG
40163502,hyp_sed,PO,zolpidem,zolpidem tartrate 5 MG [Ambien]
40163500,hyp_sed,PO,zolpidem,zolpidem tartrate 5 MG Oral Tablet
40163501,hyp_sed,PO,zolpidem,zolpidem tartrate 5 MG Oral Tablet [Ambien]
19003153,hyp_sed,PO,zolpidem,zolpidem tartrate 5 MG Oral Tablet [Stilnoct]
19134129,hyp_sed,PO,zolpidem,zolpidem tartrate 5 MG Sublingual Tablet
19134131,hyp_sed,PO,zolpidem,zolpidem tartrate 5 MG Sublingual Tablet [Edluar]
40163506,hyp_sed,PO,zolpidem,zolpidem tartrate 6.25 MG [Ambien]
40163504,hyp_sed,PO,zolpidem,zolpidem tartrate 6.25 MG Extended Release Oral Tablet
40163505,hyp_sed,PO,zolpidem,zolpidem tartrate 6.25 MG Extended Release Oral Tablet [Ambien]
